primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geo_data
rewbul,[],"['call', 'song']",17.8839,102.7419,Pycnonotus jocosus,Red-whiskered Bulbul,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/360449,rewbul/XC360449.ogg,17.8839 102.7419 Bernard BOUSQUET
blrwar1,[],['song'],60.7225,11.1095,Acrocephalus dumetorum,Blyth's Reed Warbler,Elias A. Ryberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/321513,blrwar1/XC321513.ogg,60.7225 11.1095 Elias A. Ryberg
gyhcaf1,[],[''],27.1058,101.5351,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/719996,gyhcaf1/XC719996.ogg,27.1058 101.5351 Geoff Carey
grtdro1,[],['call'],3.7119,101.7365,Dicrurus paradiseus,Greater Racket-tailed Drongo,Lars Buckx,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/175837,grtdro1/XC175837.ogg,3.7119 101.7365 Lars Buckx
bcnher,[],['flight call'],-15.6065,-56.0641,Nycticorax nycticorax,Black-crowned Night-Heron,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/393153,bcnher/XC393153.ogg,-15.6065 -56.0641 Nick Komar
grewar3,[],['song'],56.1528,47.4844,Phylloscopus trochiloides,Greenish Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/490808,grewar3/XC490808.ogg,56.1528 47.4844 Albert Lastukhin
graher1,[],['flight call'],69.0043,18.5144,Ardea cinerea,Gray Heron,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/367529,graher1/XC367529.ogg,69.0043 18.5144 Stein Ø. Nilsen
grewar3,[],['song'],54.2478,13.9186,Phylloscopus trochiloides,Greenish Warbler,Georg Rüppel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/321911,grewar3/XC321911.ogg,54.2478 13.9186 Georg Rüppel
grewar3,[],['song'],60.3055,25.1599,Phylloscopus trochiloides,Greenish Warbler,Hannu Varkki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/591332,grewar3/XC591332.ogg,60.3055 25.1599 Hannu Varkki
grewar3,[],['call'],60.8001,-0.8133,Phylloscopus trochiloides,Greenish Warbler,David Cooper,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/587360,grewar3/XC587360.ogg,60.8001 -0.8133 David Cooper
greegr,[],['flight call'],27.8256,-80.708,Ardea alba,Great Egret,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/468531,greegr/XC468531.ogg,27.8256 -80.708 Bruce Lagerquist
gyhcaf1,[],"['call', 'song']",-2.0498,101.3073,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/242468,gyhcaf1/XC242468.ogg,-2.0498 101.3073 Mike Nelson
blrwar1,[],"['male', 'song']",58.344,14.7989,Acrocephalus dumetorum,Blyth's Reed Warbler,Tommy Eriksson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/572563,blrwar1/XC572563.ogg,58.344 14.7989 Tommy Eriksson
bcnher,[],['call'],28.1918,-82.7214,Nycticorax nycticorax,Black-crowned Night-Heron,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/130501,bcnher/XC130501.ogg,28.1918 -82.7214 Mike Nelson
eurcoo,[],[''],51.4213,5.4732,Fulica atra,Eurasian Coot,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/772766,eurcoo/XC772766.ogg,51.4213 5.4732 Jorge Leitão
bcnher,[],['flight call'],-20.0834,-55.9501,Nycticorax nycticorax,Black-crowned Night-Heron,Jeremy Minns,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/85246,bcnher/XC85246.ogg,-20.0834 -55.9501 Jeremy Minns
eurcoo,[],['call'],46.3664,6.1626,Fulica atra,Eurasian Coot,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/176779,eurcoo/XC176779.ogg,46.3664 6.1626 Bram Piot
eurcoo,[],"['flight call', 'nocturnal flight call', 'sex uncertain']",50.1329,18.957,Fulica atra,Eurasian Coot,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/623874,eurcoo/XC623874.ogg,50.1329 18.957 Ireneusz Oleksik
eurcoo,[],"['alarm call', 'call']",35.4762,23.9323,Fulica atra,Eurasian Coot,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/355583,eurcoo/XC355583.ogg,35.4762 23.9323 Stein Ø. Nilsen
litegr,[],['nocturnal flight call'],42.009,2.0278,Egretta garzetta,Little Egret,Albert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/641657,litegr/XC641657.ogg,42.009 2.0278 Albert
bcnher,[],['nocturnal flight call'],45.2867,4.8289,Nycticorax nycticorax,Black-crowned Night-Heron,Vincent Palomares,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/553848,bcnher/XC553848.ogg,45.2867 4.8289 Vincent Palomares
blrwar1,[],"['male', 'song']",55.5981,37.7073,Acrocephalus dumetorum,Blyth's Reed Warbler,Alexandra Vasilevskaya,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/420786,blrwar1/XC420786.ogg,55.5981 37.7073 Alexandra Vasilevskaya
grtdro1,[],['call'],14.4342,101.4,Dicrurus paradiseus,Greater Racket-tailed Drongo,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/162996,grtdro1/XC162996.ogg,14.4342 101.4 Bram Vogels
whbwat1,[],['call'],13.2222,100.9936,Amaurornis phoenicurus,White-breasted Waterhen,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/318468,whbwat1/XC318468.ogg,13.2222 100.9936 Bram Piot
grewar3,[],"['call', 'song']",52.2076,20.9609,Phylloscopus trochiloides,Greenish Warbler,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/355994,grewar3/XC355994.ogg,52.2076 20.9609 Jarek Matusiak
eurcoo,"['commoo3', 'gargan']",['call'],49.2776,-1.402,Fulica atra,Eurasian Coot,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/501888,eurcoo/XC501888.ogg,49.2776 -1.402 Olivier SWIFT
blrwar1,[],['song'],59.3125,15.0451,Acrocephalus dumetorum,Blyth's Reed Warbler,Leif Arvidsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/519731,blrwar1/XC519731.ogg,59.3125 15.0451 Leif Arvidsson
graher1,[],[''],49.2426,-0.1743,Ardea cinerea,Gray Heron,Fabrice Mortreux,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/707306,graher1/XC707306.ogg,49.2426 -0.1743 Fabrice Mortreux
bcnher,[],['nocturnal flight call'],43.5352,-1.4475,Nycticorax nycticorax,Black-crowned Night-Heron,Frédéric Cazaban,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/646781,bcnher/XC646781.ogg,43.5352 -1.4475 Frédéric Cazaban
rewbul,[],['song'],-20.9451,55.4786,Pycnonotus jocosus,Red-whiskered Bulbul,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/301704,rewbul/XC301704.ogg,-20.9451 55.4786 Daniel Danckwerts
grtdro1,[],"['adult', 'call', 'sex uncertain']",23.3365,93.3888,Dicrurus paradiseus,Greater Racket-tailed Drongo,Thet Zaw Naing,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/683314,grtdro1/XC683314.ogg,23.3365 93.3888 Thet Zaw Naing
blrwar1,[],[''],59.4135,17.834,Acrocephalus dumetorum,Blyth's Reed Warbler,Mathias Bergström,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/732230,blrwar1/XC732230.ogg,59.4135 17.834 Mathias Bergström
litegr,[],"['begging call', 'juvenile']",39.3856,16.2552,Egretta garzetta,Little Egret,Francesco Sottile,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/187712,litegr/XC187712.ogg,39.3856 16.2552 Francesco Sottile
graher1,[],[''],46.7767,1.1681,Ardea cinerea,Gray Heron,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/844555,graher1/XC844555.ogg,46.7767 1.1681 Martin Billard
grewar3,[],"['begging call', 'juvenile']",56.0843,47.2705,Phylloscopus trochiloides,Greenish Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/577745,grewar3/XC577745.ogg,56.0843 47.2705 Albert Lastukhin
graher1,[],['flight call'],46.3725,0.8185,Ardea cinerea,Gray Heron,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/391014,graher1/XC391014.ogg,46.3725 0.8185 Jack Berteau
grtdro1,[],['call'],15.4641,74.1303,Dicrurus paradiseus,Greater Racket-tailed Drongo,Andrew Mascarenhas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/196743,grtdro1/XC196743.ogg,15.4641 74.1303 Andrew Mascarenhas
eurcoo,[],"['adult', 'call']",47.9702,10.9754,Fulica atra,Eurasian Coot,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/674448,eurcoo/XC674448.ogg,47.9702 10.9754 Beatrix Saadi-Varchmin
bcnher,[],['nocturnal flight call'],48.6851,2.3493,Nycticorax nycticorax,Black-crowned Night-Heron,julien Rochefort,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/632420,bcnher/XC632420.ogg,48.6851 2.3493 julien Rochefort
eurcoo,[],['nocturnal flight call'],50.7542,4.5672,Fulica atra,Eurasian Coot,Frederik Fluyt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/548458,eurcoo/XC548458.ogg,50.7542 4.5672 Frederik Fluyt
grtdro1,[],['song'],1.607,110.1901,Dicrurus paradiseus,Greater Racket-tailed Drongo,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/424217,grtdro1/XC424217.ogg,1.607 110.1901 Greg Irving
blrwar1,[],"['mimicry/imitation', 'song']",61.0591,28.3474,Acrocephalus dumetorum,Blyth's Reed Warbler,Ahti Pulli,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/621304,blrwar1/XC621304.ogg,61.0591 28.3474 Ahti Pulli
bcnher,[],['call'],-33.8411,25.571,Nycticorax nycticorax,Black-crowned Night-Heron,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/288326,bcnher/XC288326.ogg,-33.8411 25.571 Lynette Rudman
graher1,[],[''],39.857,-5.9598,Ardea cinerea,Gray Heron,SonoNatura,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/807507,graher1/XC807507.ogg,39.857 -5.9598 SonoNatura
rorpar,[],"['call', 'song']",15.8802,-16.468,Psittacula krameri,Rose-ringed Parakeet,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/310531,rorpar/XC310531.ogg,15.8802 -16.468 Bram Piot
bcnher,[],['call'],30.2837,31.3564,Nycticorax nycticorax,Black-crowned Night-Heron,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/341753,bcnher/XC341753.ogg,30.2837 31.3564 Tero Linjama
whbwat1,[],['call'],13.8549,100.4735,Amaurornis phoenicurus,White-breasted Waterhen,Werzik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/396583,whbwat1/XC396583.ogg,13.8549 100.4735 Werzik
grtdro1,[],"['call', 'song']",11.4232,107.4287,Dicrurus paradiseus,Greater Racket-tailed Drongo,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/372110,grtdro1/XC372110.ogg,11.4232 107.4287 Rolf A. de By
bcnher,[],[''],43.6776,4.6226,Nycticorax nycticorax,Black-crowned Night-Heron,julien Birard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/789514,bcnher/XC789514.ogg,43.6776 4.6226 julien Birard
greegr,[],[''],-16.2792,25.9177,Ardea alba,Great Egret,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/737360,greegr/XC737360.ogg,-16.2792 25.9177 Derek Solomon
greegr,['greegr'],"['alarm call', 'flight call']",27.0937,56.8395,Ardea alba,Great Egret,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/515993,greegr/XC515993.ogg,27.0937 56.8395 Cedric Mroczko
bcnher,[],['nocturnal flight call'],47.6568,7.4228,Nycticorax nycticorax,Black-crowned Night-Heron,Martin Grienenberger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/572833,bcnher/XC572833.ogg,47.6568 7.4228 Martin Grienenberger
grtdro1,[],['call'],,,Dicrurus paradiseus,Greater Racket-tailed Drongo,brendan sloan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/336528,grtdro1/XC336528.ogg,nan nan brendan sloan
blrwar1,[],[''],58.6518,25.0503,Acrocephalus dumetorum,Blyth's Reed Warbler,FlackoWeasel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/826057,blrwar1/XC826057.ogg,58.6518 25.0503 FlackoWeasel
blrwar1,[],"['male', 'song']",53.8914,20.2497,Acrocephalus dumetorum,Blyth's Reed Warbler,Krzysztof Jankowski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/653540,blrwar1/XC653540.ogg,53.8914 20.2497 Krzysztof Jankowski
litegr,[],"['flight call', 'sex uncertain']",40.6389,0.7406,Egretta garzetta,Little Egret,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/647431,litegr/XC647431.ogg,40.6389 0.7406 Jordi Calvet
blrwar1,[],[''],53.1301,17.4659,Acrocephalus dumetorum,Blyth's Reed Warbler,Rafał Kurowski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/732559,blrwar1/XC732559.ogg,53.1301 17.4659 Rafał Kurowski
bcnher,[],['flight call'],37.1852,-5.921,Nycticorax nycticorax,Black-crowned Night-Heron,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/276735,bcnher/XC276735.ogg,37.1852 -5.921 José Carlos Sires
graher1,[],['flight call'],49.4452,22.6154,Ardea cinerea,Gray Heron,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/489441,graher1/XC489441.ogg,49.4452 22.6154 Ireneusz Oleksik
blrwar1,[],"['mimicry/imitation', 'song']",59.7682,18.274,Acrocephalus dumetorum,Blyth's Reed Warbler,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/572385,blrwar1/XC572385.ogg,59.7682 18.274 Ulf Elman
eurcoo,[],"['adult', 'call']",50.5319,3.43,Fulica atra,Eurasian Coot,Bernard Collet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/613334,eurcoo/XC613334.ogg,50.5319 3.43 Bernard Collet
blrwar1,[],[''],58.7396,17.8657,Acrocephalus dumetorum,Blyth's Reed Warbler,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/807194,blrwar1/XC807194.ogg,58.7396 17.8657 Alan Dalton
eurcoo,[],[''],48.6228,7.4931,Fulica atra,Eurasian Coot,Luca Fetique,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/712124,eurcoo/XC712124.ogg,48.6228 7.4931 Luca Fetique
whbwat1,[],['call'],6.3161,81.483,Amaurornis phoenicurus,White-breasted Waterhen,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/207874,whbwat1/XC207874.ogg,6.3161 81.483 Mike Nelson
grtdro1,[],[''],13.4119,99.9492,Dicrurus paradiseus,Greater Racket-tailed Drongo,Romtum_P,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/721648,grtdro1/XC721648.ogg,13.4119 99.9492 Romtum_P
gyhcaf1,[],[''],24.9079,102.6179,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/720380,gyhcaf1/XC720380.ogg,24.9079 102.6179 Geoff Carey
grtdro1,[],['song'],11.5101,92.7067,Dicrurus paradiseus,Greater Racket-tailed Drongo,Brian Cox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/213914,grtdro1/XC213914.ogg,11.5101 92.7067 Brian Cox
grtdro1,[],"['adult', 'call', 'sex uncertain']",17.6306,94.6129,Dicrurus paradiseus,Greater Racket-tailed Drongo,Thet Zaw Naing,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/684257,grtdro1/XC684257.ogg,17.6306 94.6129 Thet Zaw Naing
grewar3,[],['song'],50.6275,70.0407,Phylloscopus trochiloides,Greenish Warbler,Arend Wassink,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/150182,grewar3/XC150182.ogg,50.6275 70.0407 Arend Wassink
greegr,[],"['adult', 'flight call']",47.8596,11.0645,Ardea alba,Great Egret,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/679024,greegr/XC679024.ogg,47.8596 11.0645 Beatrix Saadi-Varchmin
graher1,[],['nocturnal flight call'],51.8657,23.8136,Ardea cinerea,Gray Heron,Roman Cheprasov,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659606,graher1/XC659606.ogg,51.8657 23.8136 Roman Cheprasov
grtdro1,[],['call'],15.4346,74.0985,Dicrurus paradiseus,Greater Racket-tailed Drongo,Andrew Mascarenhas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/197119,grtdro1/XC197119.ogg,15.4346 74.0985 Andrew Mascarenhas
graher1,[],[''],45.8747,-0.9999,Ardea cinerea,Gray Heron,Louis Sallé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/467373,graher1/XC467373.ogg,45.8747 -0.9999 Louis Sallé
litegr,[],[''],52.6503,-0.6518,Egretta garzetta,Little Egret,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/843447,litegr/XC843447.ogg,52.6503 -0.6518 Andrew Harrop
litegr,[],['flight call'],54.0354,-2.8266,Egretta garzetta,Little Egret,Andrew McCafferty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/638193,litegr/XC638193.ogg,54.0354 -2.8266 Andrew McCafferty
gyhcaf1,[],['song'],29.8506,102.2875,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/266977,gyhcaf1/XC266977.ogg,29.8506 102.2875 Mike Nelson
gyhcaf1,[],"['male', 'song']",3.231,101.619,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/307400,gyhcaf1/XC307400.ogg,3.231 101.619 Paulo Alves
eurcoo,[],[''],47.5121,4.1525,Fulica atra,Eurasian Coot,Dominique Guillerme,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/796333,eurcoo/XC796333.ogg,47.5121 4.1525 Dominique Guillerme
grewar3,[],['song'],53.3427,22.6728,Phylloscopus trochiloides,Greenish Warbler,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/347400,grewar3/XC347400.ogg,53.3427 22.6728 Tero Linjama
bcnher,[],"['call', 'life stage uncertain', 'sex uncertain']",41.4591,-112.3019,Nycticorax nycticorax,Black-crowned Night-Heron,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/574400,bcnher/XC574400.ogg,41.4591 -112.3019 Richard E. Webster
rewbul,['rewbul'],"['call', 'song']",18.9911,73.2672,Pycnonotus jocosus,Red-whiskered Bulbul,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/460803,rewbul/XC460803.ogg,18.9911 73.2672 Meena Haribal
blrwar1,[],"['male', 'song']",50.732,59.6352,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/182274,blrwar1/XC182274.ogg,50.732 59.6352 Albert Lastukhin
grtdro1,[],"['first time recorded in KSNP', 'mimicking a ChangeableHawkEagle', 'song']",3.3402,101.2498,Dicrurus paradiseus,Greater Racket-tailed Drongo,Benj Smelt ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/304311,grtdro1/XC304311.ogg,3.3402 101.2498 Benj Smelt 
rorpar,[],['flight call'],51.5589,-0.7049,Psittacula krameri,Rose-ringed Parakeet,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/398972,rorpar/XC398972.ogg,51.5589 -0.7049 nick talbot
rorpar,[],['call'],10.6994,-4.8158,Psittacula krameri,Rose-ringed Parakeet,Giovanni Boano,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/619126,rorpar/XC619126.ogg,10.6994 -4.8158 Giovanni Boano
litegr,[],[''],31.2164,121.9213,Egretta garzetta,Little Egret,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/841001,litegr/XC841001.ogg,31.2164 121.9213 Ray Tsu 诸仁
